"","id","player.name","xA","play_pattern.name","pass.length","pass.angle","pass.height.name","pass.body_part.name","start.X","start.Y","end.X","end.Y","startDist","endDist","pass.outcome"
"202218","6f56dd04-1104-4b3f-8583-90138c4ffc41","Leah Williamson",0.045628853,"From Free Kick",11.479112,-0.31899574,"Ground Pass","Right Foot",86,42.8,96.9,39.2,34.1150992963526,23.1138486626524,"No goal"
"202237","947eec04-a2d4-4148-b934-ce083fc6a227","Jill Roord",0.048191335,"From Free Kick",11.150336,-0.9703565,"Ground Pass","Right Foot",84.8,41.4,91.1,32.2,35.2278299076171,29.9340942739212,"No goal"
"202246","43758f71-8cdb-45f3-b4ff-2bcd669fdd74","Bethany Mead",0.058877908,"From Free Kick",4.494441,-1.9347752,"Ground Pass","Right Foot",106.1,49.6,104.5,45.4,16.8928979159883,16.4137137784232,"No goal"
"202357","5a312273-894d-41d4-bf53-53f381920e25","Lisa Evans",0.040873468,"Regular Play",14.761098,-2.226492,"Ground Pass","Right Foot",107.1,64.3,98.1,52.6,27.5118156434649,25.2659850391787,"No goal"
"202841","1f70fec4-d403-44eb-9f2a-d454852ff570","Kate Longhurst",0.060798842,"Regular Play",18.094198,-1.9800422,"Ground Pass","Right Foot",113.6,70.5,106.4,53.9,31.1642423299524,19.4465935320302,"No goal"
"202869","35ae3c2e-4109-4097-8ec9-0a2448058336","Bethany Mead",0.021943618,"From Throw In",7.955501,2.8874679,"Ground Pass","Right Foot",94.7,53.2,87,55.2,28.5364678963603,36.3323547268822,"No goal"
"202897","f70cd3f1-ad68-463c-a588-d1d8ec12da76","Bethany Mead",0.20316976,"Regular Play",7.7278714,-1.7529646,"Ground Pass","Left Foot",107.5,44.8,106.1,37.2,13.3899215830415,14.1792101331492,"Goal"
"203295","bb5e3f0b-933f-46e3-88f7-69092c4a7119","Lisa Evans",0.63000286,"From Free Kick",30.948343,-1.3822725,"High Pass","Right Foot",110.8,69.3,116.6,38.9,30.7104216838519,3.57351367704113,"No goal"
"203562","1fa178fd-958f-4a71-80d8-729a8f9fdb9f","Kim Little",0.11244927,"From Throw In",21.224985,-1.8329161,"High Pass","Right Foot",118.3,60.1,112.8,39.6,20.1717624415915,7.21110255092798,"No goal"
"203690","c14cf7c6-c793-43ef-ba23-83735511abfa","Kate Longhurst",0.1320954,"Regular Play",4.438468,-1.8212395,"Ground Pass","Right Foot",116.7,66.7,115.6,62.4,26.9031596657344,22.8280529174084,"No goal"
"203717","4d82e7dd-4e91-4ff5-a4fe-899db3150962","Kenza Dali",0.2360336,"Regular Play",23.213142,-1.4063559,"High Pass","Right Foot",113.5,55.1,117.3,32.2,16.4395863694924,8.25408989531856,"No goal"
"203765","ed099f2e-38ac-4c4a-9cc7-104bd8867fcb","Erin Simon",0.05810343,"From Free Kick",32.276928,-1.1764818,"High Pass","Right Foot",98.9,72.7,111.3,42.9,38.9165774445801,9.1706052144883,"Goal"
"203853","f7aed56e-e0b7-4d43-8946-f91955d05b0e","Kim Little",0.23077075,"From Free Kick",39.24742,1.4584509,"High Pass","Right Foot",112.8,8.3,117.2,47.3,32.507383776613,7.81856764375675,"No goal"
"204295","0a1c6412-ecf9-49a3-ba79-3ec64180cb60","Danielle van de Donk",0.20232356,"From Counter",10.043903,-0.9551764,"Ground Pass","Right Foot",101.2,57.8,107,49.6,25.8897663179875,16.1604455384126,"No goal"
"204751","bf046347-18d0-4787-9e99-d37c67144691","Katharina Baunach",0.20432964,"From Free Kick",3.517101,-1.8295672,"Ground Pass","Left Foot",107.3,45.9,106.4,42.5,14.0035709731482,13.8278704072608,"No goal"
"205028","547b9e7e-0211-4b98-9ef0-dc7b2462f922","Harriet Scott",0.073455624,"From Throw In",23.644873,0.94759697,"High Pass","Other",94.1,1,107.9,20.2,46.8167704994695,23.2045254207019,"No goal"
"205575","96a9ccc0-13c3-42f9-b6c6-b7a7682c0518","Lucy Staniforth",0.014147292,"Regular Play",10.8074045,0.68052125,"Ground Pass","Right Foot",74.6,54.5,83,61.3,47.6593117868901,42.6929736607794,"No goal"
"205660","8c228129-50f3-45df-b70c-ada8bc017161","Katharina Baunach",0.023109363,"From Corner",43.488503,-2.1581612,"High Pass","Left Foot",120,80,95.9,43.8,40,24.3977457975117,"No goal"
"205667","5b4c0c95-e813-4fdd-a48b-cd7985e873f5","Adriana Leon",0.026520994,"From Corner",48.646996,1.6903069,"High Pass","Right Foot",120,1,114.2,49.3,39,10.9603832049796,"No goal"
"205836","b89f84db-8581-47a9-a233-7f7dace38571","Sarah Emma Mayling",0.014619323,"Regular Play",6.1611686,-2.9123607,"Ground Pass","Right Foot",92.3,62.7,86.3,61.3,35.8131260852777,39.8670289838608,"No goal"
"205849","6118e4b3-8c1d-4a9e-a9d4-611a96878ce0","Martha Thomas",0.023074232,"Regular Play",17.060188,-1.8499011,"Ground Pass","Right Foot",103.9,65.5,99.2,49.1,30.1572545169483,22.7035239555449,"No goal"
"206120","12e88097-ded5-46bc-9cdb-59f88fb683ef","Lucy Staniforth",0.02066512,"Regular Play",25.146769,0.68964666,"Ground Pass","Right Foot",60.4,42.8,79.8,58.8,59.6657355607052,44.3788237789151,"No goal"
"206251","e908cb72-cd9d-437c-ad4c-022c9e397b9b","Chloe Arthur",0.04671865,"Regular Play",45.413876,-0.533622,"High Pass","Right Foot",54.1,63,93.2,39.9,69.798352416085,26.8001865665148,"No goal"
"206355","c5ee5bd6-82e6-4def-bd9f-62950d3d446c","Sarah Emma Mayling",0.01305189,"Regular Play",15.384732,-2.0431647,"Ground Pass","Right Foot",92.1,68.6,85.1,54.9,39.9545992346313,37.9475954442439,"No goal"
"206474","744ca299-c30d-4000-a9b9-acfc36c68b77","Kerys Harrop",0.018459924,"From Throw In",34.770103,-0.40187064,"High Pass","Left Foot",41.2,17.4,73.2,3.8,81.9768259936917,59.1665446008131,"No goal"
"206640","998d4c51-b1c6-49b0-a96e-2e98a491a76c","Chloe Arthur",0.0322404,"Regular Play",21.746264,0.39160755,"Ground Pass","Right Foot",80.5,51.9,100.6,60.2,41.2536059029996,28.0071419462965,"No goal"
"206776","a47b5b71-a138-48e7-ab7b-5a6552edfded","Katharina Baunach",0.027589824,"From Corner",45.87559,-1.7549391,"High Pass","Left Foot",120,80,111.6,34.9,40,9.82700361249553,"No goal"
"206903","23a9673d-7f64-484f-a3f6-846b18979fd1","Chloe Arthur",0.022559958,"Regular Play",27.338251,-0.5504568,"Ground Pass","Left Foot",66.1,24.3,89.4,10,56.1400035625222,42.8527712056058,"No goal"
"207132","bb75cde9-2be1-4e07-b449-3d9005a30f85","Cecilie Redisch Kvamme",0.017119216,"From Throw In",7.839005,-1.0500679,"Ground Pass","Right Foot",83.8,65.3,87.7,58.5,44.1648049922107,37.2228424492273,"No goal"
"207476","11387588-3099-4a31-bb4f-2d1e138ca2e3","Courtney Brosnan",0.23499465,"From Keeper",90.06187,-0.1865075,"High Pass","Drop Kick",15.2,48.6,103.7,31.9,105.152270541344,18.2016482770105,"No goal"
"207797","4c68efd6-c191-461d-b891-9e57c61f3b34","Cecilie Redisch Kvamme",0.040966153,"From Free Kick",10.846197,-1.478467,"Ground Pass","Right Foot",99.1,63.6,100.1,52.8,31.5241177513345,23.661149591683,"No goal"
"207820","5c5355d2-aa52-453f-a31b-099f7582ab2a","Sarah Emma Mayling",0.020469563,"From Goal Kick",11.557249,-1.4056476,"Low Pass","Left Foot",104.7,69.9,106.6,58.5,33.5871999428354,22.8431609021169,"No goal"
"207978","7bd3364b-d0e3-4e11-add9-4bcb3f3a95ab","Lucy Whipp",0.010577213,"From Goal Kick",14.041723,2.4824233,"Ground Pass","Right Foot",91.6,25.7,80.5,34.3,31.7970124382779,39.9091468212489,"No goal"
"208150","6d24ee43-d504-4a25-974e-9e7aaad6dc5f","Niamh Charles",0.03871043,"From Counter",78.58785,-0.1417171,"High Pass","Right Foot",20.1,22.1,97.9,11,101.490984821313,36.4610751349984,"No goal"
"208158","d7e431ee-eb05-416c-82b8-030d46e44d98","Jade Bailey",0.122039035,"From Corner",40.0884,-1.6908196,"High Pass","Right Foot",120,80,115.2,40.2,40,4.80416485978572,"No goal"
"208185","bf214f12-dbd5-4695-9751-c5e1880668c5","Cecilie Redisch Kvamme",0.11377852,"Regular Play",22.495556,-1.1151009,"High Pass","Right Foot",95.6,59.6,105.5,39.4,31.2972842272297,14.5124084837769,"Goal"
"208294","c864969d-9034-42eb-a3ba-71bae175d8d2","Martha Thomas",0.30301207,"Regular Play",5.6089215,1.3734008,"Low Pass","Other",115.2,33.8,116.3,39.3,7.84091831356506,3.76563407675255,"No goal"
"208448","a1a59803-1c95-4614-9e72-e896ff6a2dee","So-Hyun Cho",0.019695917,"From Corner",34.872627,1.7816894,"High Pass","Left Foot",112.4,23.2,105.1,57.3,18.4390889145858,22.8319950946035,"No goal"
"208853","71beaf8b-2263-48d5-b049-28f50718b03b","Katharina Baunach",0.03831352,"From Corner",42.343475,-1.7584654,"High Pass","Left Foot",120,80,112.1,38.4,40,8.06039701255466,"No goal"
"208879","d5496f0c-5383-4d4b-b686-704d2967df2a","Jade Bailey",0.02846776,"From Corner",27.511816,-1.8925469,"Low Pass","Right Foot",120,80,111.3,53.9,40,16.398170629677,"No goal"
"208933","1a4c8236-41e9-4cb9-b560-30e0ed8101e7","Katharina Baunach",0.03844736,"From Corner",10.123734,-2.4051065,"Ground Pass","Left Foot",113.2,58.3,105.7,51.5,19.5225510628094,18.3504768330417,"No goal"
"209336","e8605f8f-6f66-45b5-98b4-aec7b0a12b16","Kenza Dali",0.21499132,"From Free Kick",32.91641,1.0976381,"High Pass","Right Foot",97.4,10.8,112.4,40.1,36.9242467763393,7.60065786626394,"No goal"
"209772","4b90e5d3-bdf0-491e-9f7e-dfccb2cc3789","Jade Bailey",0.027774228,"Regular Play",17.477127,-0.748977,"Ground Pass","Left Foot",75.8,18.3,88.6,6.4,49.2395166507552,45.9882593712787,"No goal"
"209870","f5680a65-8c34-4eea-993a-c90e575e9153","Cecilie Redisch Kvamme",0.040466502,"From Free Kick",12.02539,-2.2442386,"Ground Pass","Right Foot",106.6,65.4,99.1,56,28.7179386446869,26.3212841632015,"No goal"
"209990","94f2fb4f-78ed-4a9f-9107-b2fdb10e39af","Cecilie Redisch Kvamme",0.037359595,"From Throw In",40.588177,-1.4323835,"High Pass","Right Foot",102.7,76.3,108.3,36.1,40.2116898426316,12.3328828746567,"No goal"
"210107","ee971f9f-289f-4461-a24f-d0d9bd5f9369","Gilly Louise Scarlett Flaherty",0.15063609,"From Free Kick",8.276473,2.6509247,"Low Pass","Right Foot",111.1,33.3,103.8,37.2,11.1400179533069,16.4401946460497,"No goal"
"210304","8c3dee46-25ab-4612-834d-36787a54cb3f","Martha Thomas",0.042423785,"From Keeper",23.293776,-0.40601918,"Low Pass","Head",69.8,70.3,91.2,61.1,58.6355694097022,35.7022408260322,"No goal"
"210926","51b2b401-f982-4676-9101-baef60323181","Melissa Lawley",0.03667014,"Regular Play",7.262231,-0.9025069,"Ground Pass","Right Foot",98.9,27.7,103.4,22,24.4233494836396,24.4859143182361,"No goal"
"211748","c58355a1-210e-4c93-8a3a-0481ea6fe56b","Fara Williams",0.023019532,"From Keeper",18.133945,1.4491773,"Ground Pass","Right Foot",84.8,24.5,87,42.5,38.4615392307692,33.0945614867458,"No goal"
"211895","53108bcb-99a0-4d30-b5c1-d0c5d3196a4a","Felicity Gibbons",0.01769002,"Regular Play",12.900388,2.1351473,"Ground Pass","Left Foot",93,13.7,86.1,24.6,37.6920416003166,37.233989847987,"No goal"
"211904","2c64739e-dcde-4be4-917a-8aeec83b45e0","Kayleigh Green",0.109767124,"Regular Play",33.24154,-1.4076259,"High Pass","Right Foot",106,71.1,111.4,38.3,34.1058645983356,8.76641317757724,"Goal"
"211934","dae48e5d-b276-4cc2-96af-b85ea3c4aee3","Fara Williams",0.016127022,"From Free Kick",24.456083,-1.0247668,"High Pass","Right Foot",91.4,59.1,104.1,38.2,34.3914233494341,16.0015624237135,"No goal"
"212004","3d545342-70ec-4616-bf03-ba7088e5b940","Iniabasi Anefiok Umotong",0.027593853,"Regular Play",28.452415,-1.8012832,"Low Pass","Right Foot",99.2,65.1,92.7,37.4,32.5983128397775,27.4235300426477,"No goal"
"212360","8c612bbc-7ae0-4390-b3b3-30ec73da9616","Léa Le Garrec",0.32991263,"From Counter",29.076622,1.1302215,"Ground Pass","Left Foot",84.8,19.5,97.2,45.8,40.7343835107394,23.5261556570554,"Goal"
"212467","7efc8d99-4341-47ae-8452-cdf33e7c155d","Remi Allen",0.218388,"From Corner",8.105554,0.68052125,"Low Pass","Head",104.7,34.5,111,39.6,16.2585362194756,9.00888450364417,"No goal"
"212786","b1e13af6-d589-4e5d-862a-ac546db525a5","Brooke Chaplen",0.104842514,"Regular Play",11.146299,-1.4085975,"Ground Pass","Right Foot",94.7,48.5,96.5,37.5,26.6896983872055,23.6326045961929,"No goal"
"213406","669dc779-a2b7-44ea-8cd9-0e6ae6b4dc92","Kate Natkiel",0.24033977,"From Free Kick",15.160805,1.3850431,"High Pass","Left Foot",108.3,19.8,111.1,34.7,23.3437357764348,10.3585713300629,"No goal"
"213794","28b76a34-4949-409e-8a03-c451a6403427","Felicity Gibbons",0.018141046,"From Counter",17.345892,-0.3655182,"Low Pass","Right Foot",38,24.8,54.2,18.6,83.3968824357362,69.1924851410903,"No goal"
"213818","4b5b09c4-31b1-4aa6-888a-e10471581c06","Remi Allen",0.0940346,"Regular Play",23.792437,0.28984648,"Low Pass","Right Foot",82.6,19.2,105.4,26,42.7948595043844,20.2277037747738,"No goal"
"213867","73272c9f-cfe8-4685-a81e-522db9edcadd","Amanda Nildén",0.03635342,"From Free Kick",32.252285,-1.8503736,"Ground Pass","Left Foot",108.8,68.9,99.9,37.9,30.9943543246185,20.2094037517191,"No goal"
"213930","343a0cac-69b8-47e6-b33c-7ee5ca8982c2","Lisa-Marie Utland",0.030465763,"Regular Play",22.227236,2.2638066,"Ground Pass","Right Foot",104.8,9.7,90.6,26.8,33.8988200384615,32.2273176047899,"No goal"
"214102","cac1f9dc-6712-4966-992f-f236ce3ef198","Angharad James",0.029695295,"From Throw In",29.992332,-0.95597315,"High Pass","Right Foot",89.1,78.4,106.4,53.9,49.2886396647341,19.4465935320302,"No goal"
"214195","35890c77-c431-4cb4-92a6-493faf65625d","Kayleigh Green",0.016559016,"From Throw In",15.088075,0.4162055,"Ground Pass","Right Foot",72.2,66.2,86,72.3,54.509448722217,46.8965883620547,"No goal"
"214226","b874132d-9c91-411e-9094-ab6b54c01e5e","Fara Williams",0.037868112,"From Corner",47.295242,1.6342703,"High Pass","Right Foot",120,0.1,117,47.3,39.9,7.89240140895025,"No goal"
"214239","5ad5f278-28d4-4627-87a2-899e0d41e86b","Fara Williams",0.1859472,"From Corner",17.020576,1.8628159,"High Pass","Right Foot",116.2,23,111.3,39.3,17.4195292703333,8.72811548961172,"No goal"
"214450","16dd99e0-1228-433f-b6f5-cedf675e437d","Remi Allen",0.020408316,"Regular Play",5.4744864,-1.735945,"Ground Pass","Right Foot",94.9,23.4,94,18,30.092690142292,34.0587727318528,"No goal"
"214590","63c98a05-867e-4c94-9fdf-3dccd72cebff","Jade Moore",0.014273271,"From Throw In",16.760967,0.91655576,"Ground Pass","Right Foot",72.9,11.3,83.1,24.6,55.1552354722559,39.9846220439809,"No goal"
"214671","f44314cf-e810-485c-8654-81cce92044a8","Carla Humphrey",0.018292636,"From Goal Kick",42.919693,-0.957589,"High Pass","Right Foot",50.3,42.7,75,7.6,69.7522759485309,55.4505184826977,"No goal"
"214854","8914b3ad-3c6d-484a-83ce-a7769b86a41b","Remi Allen",0.04571443,"Regular Play",7.8873315,2.257418,"Low Pass","Right Foot",112.7,46.1,107.7,52.2,9.51314879522022,17.3242604459758,"No goal"
"214913","f2a00da6-4fa2-4fee-9e38-6f6fe1062cd9","Amalie Vevle Eikeland",0.4866618,"From Throw In",33.128235,0.37714317,"Ground Pass","Right Foot",47.8,14.4,78.6,26.6,76.6041774317824,43.5145952526276,"Goal"
"214994","676597eb-22a3-4b9c-a97b-bb6905803f92","Abigail Harrison",0.07154505,"Regular Play",17.230787,-2.6390038,"Ground Pass","Left Foot",108.4,60.2,93.3,51.9,23.2937759927411,29.2318319644869,"No goal"
"215406","e0204b81-2de1-4b92-99ab-e162bdcfbbb2","Ebony Salmon",0.13630848,"Regular Play",34.84652,-1.6224744,"High Pass","Right Foot",113.3,64.8,111.5,30,25.6891027480525,13.1244047484067,"No goal"
"215423","6565bf07-0377-4115-ade5-0f026c8069e9","Frankie Brown",0.019514786,"Regular Play",20.004,1.3694792,"Low Pass","Left Foot",83.8,20.1,87.8,39.7,41.3091999438382,32.2013974852024,"No goal"
"215553","e9a90819-a992-4a7e-87c8-eab492e9fb38","Carla Humphrey",0.08641977,"Regular Play",35.28002,-0.9261614,"High Pass","Right Foot",84.9,77.4,106.1,49.2,51.2910323545939,16.6688331925183,"Goal"
"215647","6f4647fc-4a92-4a63-9c3b-2b46e0ba2f86","Brooke Chaplen",0.06694844,"From Goal Kick",12.304471,1.7011997,"Ground Pass","Right Foot",106.2,22.5,104.6,34.7,22.2865430248839,16.2864974749023,"No goal"
"215775","afb1c5e9-31d2-4281-b7e9-69e8ee77bef2","Jade Moore",0.046626918,"From Corner",13.296617,-2.3774679,"Ground Pass","Right Foot",109.7,30.4,100.1,21.2,14.0801278403287,27.3760844534057,"No goal"
"215944","ee523e82-ea4b-476b-9833-d192e5161943","Rachel Rowe",0.021386396,"From Kick Off",12.159359,-0.5446508,"Ground Pass","Right Foot",62.3,71.8,72.7,65.5,65.882698791109,53.7358353429069,"No goal"
"215951","c8015ec9-6d96-4cc5-b8aa-be43e1d4ca74","Fara Williams",0.17452754,"From Corner",36.022354,-1.7240788,"High Pass","Left Foot",120,80,114.5,44.4,40,7.04343666117613,"Goal"
"216011","b6e88938-baa1-42e5-adcb-20db52e5742e","Ebony Salmon",0.65813327,"From Throw In",18.109941,1.5376593,"Low Pass","Left Foot",115.2,21.5,115.8,39.6,19.1125613144863,4.2190046219458,"Goal"
"216150","5dc6ff16-0031-4d42-a9f4-faf3d0f114fa","Mayumi Pacheco",0.014890911,"Regular Play",17.39224,1.8325099,"Ground Pass","Left Foot",88.2,11.3,83.7,28.1,42.8360829208274,38.2007853322415,"No goal"
"216230","82c4939d-c5b0-4e40-95a3-15b1ef7d6519","Jade Moore",0.19937532,"From Throw In",54.40147,0.0073528085,"High Pass","Right Foot",45.9,42.1,100.3,42.5,74.1297511124919,19.8579958706814,"No goal"
"216402","f93f2acc-5499-4974-8f3f-2696863d2cae","Charlie Wellings",0.044622067,"Regular Play",7.6655073,1.439969,"Low Pass","Head",104.9,29.1,105.9,36.7,18.6231039303334,14.4810220633766,"No goal"
"216459","824d6be0-6862-4014-a0fb-b1e8ba010113","Fara Williams",0.25497177,"From Corner",40.220394,1.7155063,"High Pass","Right Foot",120,0.1,114.2,39.9,39.9,5.80086200490927,"No goal"
"216528","04fa8d53-6dc4-4c44-8962-c86a627b9d78","Fara Williams",0.15709731,"From Counter",35.68081,-0.06731387,"Ground Pass","Left Foot",64.6,53.9,100.2,51.5,57.117160293558,22.8973797627589,"No goal"
"216925","6a37f532-4a20-4fc0-b677-33490256f60a","Charlie Wellings",0.03850428,"From Corner",43.228348,-1.8932784,"High Pass","Right Foot",120,80,106.3,39,40,13.7364478668978,"No goal"
"216961","3fa5d505-3ff5-430b-93aa-77dedabca62e","Brooke Chaplen",0.018089207,"Regular Play",15.703503,0.81241864,"Ground Pass","Right Foot",85.8,51.3,96.6,62.7,36.0184674854442,32.6013803388752,"No goal"
"217094","50e439e4-056d-41c5-9da1-69a4fab3fae4","Rachel Rowe",0.057124857,"Regular Play",11.014536,-2.0831857,"Ground Pass","Right Foot",113.4,65.9,108,56.3,26.7277009860557,20.2408003794316,"No goal"
"217203","11be3867-8a22-4332-847e-8a36ef4629d6","Jade Moore",0.014249479,"From Kick Off",25.403149,-0.37904438,"Ground Pass","Right Foot",53,51.3,76.6,41.9,67.9462287400853,43.4415699532142,"No goal"
"217352","1f2d9d01-f3d6-4193-b97b-08e7e4a57f30","Millie Farrow",0.08423425,"From Corner",7.4686007,2.028456,"Ground Pass","Right Foot",106.2,31.9,102.9,38.6,16.0015624237135,17.1572142260916,"No goal"
"217646","bd5cb646-be8c-4462-b964-87dc02945110","Adelina Engman",0.16027416,"From Free Kick",8.772685,-0.7531513,"High Pass","Other",105.3,43.4,111.7,37.4,15.0880747612146,8.69770084562581,"No goal"
"217828","f58c4799-ad35-422a-98fd-022a62e6562d","Sophie Ingle",0.021793082,"Regular Play",14.657763,0.08880689,"Ground Pass","Right Foot",78.3,50.9,92.9,52.2,43.1010440708807,29.7195222034272,"No goal"
"218115","fb89ff4d-c09d-413a-8d93-fc6a1a24c5a3","Siri Worm",0.03153584,"From Free Kick",55.677376,0.7536426,"High Pass","Left Foot",56.2,10.2,96.8,48.3,70.4164753449077,24.6400081168818,"No goal"
"218456","1f731a0f-07e0-4fc9-811b-d3b473c9e3c1","Drew Spence",0.17984214,"From Corner",7.1112585,0.056278538,"High Pass","Head",106.1,44.9,113.2,45.3,14.7383852575511,8.62148479091623,"No goal"
"218658","9d172af9-9a73-4566-bb95-cbb7863f1248","Guro Reiten",0.08925974,"From Free Kick",23.478714,-1.7506498,"Ground Pass","Right Foot",112.5,55.6,108.3,32.5,17.309246084102,13.8974817862806,"No goal"
"218679","fa36a287-1820-4327-af52-39b474234eb4","Siri Worm",0.03154774,"From Free Kick",47.706604,-0.87444776,"High Pass","Left Foot",78.2,67.1,108.8,30.5,49.81616203603,14.6863882557966,"No goal"
"218730","9e61255c-0bdd-472e-9c51-c530043ac7cd","Coral-Jade Haines",0.028695593,"Regular Play",21.30094,-0.5814923,"Low Pass","Right Foot",81.6,23.2,99.4,11.5,41.9141980717752,35.1654660142589,"No goal"
"218988","d4a41095-dd74-430f-a320-0ee80c981b26","So-yun Ji",0.10053873,"Regular Play",28.846664,0.2702046,"Ground Pass","Right Foot",78.5,19.9,106.3,27.6,46.1113868800321,18.4783657286027,"No goal"
"219096","749b2c3e-1f79-4247-9370-5cc263462f1f","Kit Graham",0.041790336,"Regular Play",15.201316,-1.5839535,"Ground Pass","Left Foot",90.6,62.8,90.4,47.6,37.204838395026,30.5601047118625,"No goal"
"219451","c4162bd5-8c25-4b25-8d82-1e7c9155af4c","Kit Graham",0.11104592,"Regular Play",27.558846,-0.491238,"Ground Pass","Left Foot",83.5,45.4,107.8,32.4,36.8972898733769,14.3735868870648,"No goal"
"219705","e8bb5c6c-4163-4d2f-862b-5de33fd94d98","Rachel Furness",0.018592553,"Regular Play",32.619778,-1.3920397,"Ground Pass","Left Foot",67.5,42.2,73.3,10.1,52.5460750199289,55.4517808550817,"No goal"
"219844","f7676e90-006a-4227-9509-e90ca4c2c6a6","So-yun Ji",0.019153217,"Regular Play",19.80909,0.957589,"Ground Pass","Right Foot",77.4,35.4,88.8,51.6,42.8476370410318,33.2866339541865,"No goal"
"220493","1605ba49-70d6-44ea-b56a-896ba2cb981e","Hannah Godfrey",0.02341699,"Regular Play",34.231712,-0.40220672,"High Pass","Right Foot",63.5,67.1,95,53.7,62.6630672725171,28.5077182531328,"No goal"
"220725","3df623a6-8c67-47b4-afe9-6e13468ca369","So-yun Ji",0.101472475,"From Throw In",42.34265,0.88240814,"Ground Pass","Right Foot",64,26.1,90.9,58.8,57.6993067549342,34.64462440264,"No goal"
"220735","2fdaaa7d-aa7f-47ae-b8f0-eb539e7dd63b","Guro Reiten",0.03071185,"From Corner",48.06922,-1.710634,"High Pass","Left Foot",120,80,113.3,32.4,40,10.1316336293808,"No goal"
"220883","a9337cfe-1d58-4e29-90f9-d83a358b0eb0","So-yun Ji",0.16983224,"From Goal Kick",22.487553,-1.049444,"Ground Pass","Right Foot",94.3,44.8,105.5,25.3,26.1444066675838,20.6480023246802,"No goal"
"221637","515c437d-5736-4935-8f06-778d3ad29393","Jade Moore",0.016389867,"From Counter",8.772685,0.42285392,"Ground Pass","Right Foot",55.9,11.5,63.9,15.1,70.1502672838814,61.377683240735,"No goal"
"222049","bc7167eb-79d0-4333-9f7c-72a41988a38f","Amalie Vevle Eikeland",0.02076902,"Regular Play",12.880994,2.020556,"Ground Pass","Right Foot",96.8,33.7,91.2,45.3,24.0401747081838,29.2836131650451,"No goal"
"222117","8ba6df1f-f200-4388-9447-ba9499112791","Caroline Weir",0.14057052,"From Corner",46.476337,-1.7416047,"High Pass","Left Foot",120,80,112.1,34.2,40,9.8005101908013,"No goal"
"222374","9c97e02e-f075-4088-a947-5c12a3612ef8","Pauline Bremer",0.49598956,"Regular Play",12.587692,-0.8923333,"Low Pass","Right Foot",101.6,60.1,109.5,50.3,27.2501376143314,14.7085009433321,"No goal"
"222956","2b38ced0-57ec-4789-afdb-8ee312d1d061","Angharad James",0.042545155,"From Corner",47.784935,-1.6588037,"High Pass","Left Foot",120,80,115.8,32.4,40,8.68331733843697,"No goal"
"223056","7b0db9c7-173c-462b-895b-8fe5a9a530af","Janine Beckie",0.07351731,"From Free Kick",30.958843,-1.4183925,"High Pass","Right Foot",109.4,74.3,114.1,43.7,35.9005570987415,6.96419413859207,"No goal"
"223438","2559acb2-b52e-4869-82f5-f82a9e4e87e0","Janine Beckie",0.02710304,"Regular Play",18.498108,-0.14648418,"Ground Pass","Right Foot",86.9,52,105.2,49.3,35.2080956599473,17.4794164662325,"No goal"
"223563","09133c34-8692-4cbd-86e4-57cce7384e36","Caroline Weir",0.2623676,"From Throw In",5.0931325,-0.75762755,"High Pass","Left Foot",104.8,25.7,108.5,22.2,20.8693555243088,21.191743675309,"No goal"
"223816","5350b011-5db8-4ce9-8615-b4a635f30b8d","Jill Scott",0.22002174,"Regular Play",35.38418,-0.14749251,"Low Pass","Right Foot",54,75.3,89,70.1,74.8471108326835,43.2089111179627,"No goal"
"224011","b6a95700-7184-48f6-9f62-b753f32c0ec3","Jade Moore",0.099754,"From Goal Kick",14.401389,0.013887996,"Ground Pass","Right Foot",84.9,26.7,99.3,26.9,37.5353167030731,24.4969385842395,"No goal"
"224084","635ff6dc-81e4-4670-a9b8-f4dea918cbab","Caroline Weir",0.024758397,"From Free Kick",33.019085,0.3045109,"High Pass","Left Foot",73.9,29.2,105.4,39.1,47.3481784232509,14.6277134234986,"No goal"
"225324","7aef3222-5c72-4351-aa45-e9673445bfd9","Vivianne Miedema",0.3230456,"Regular Play",20.592232,0.1954908,"Ground Pass","Right Foot",86.1,26.2,106.3,30.2,36.6012294875459,16.8442868652846,"Goal"
"226048","0b961c94-6ff7-4903-a52e-abe2b5aabf5c","Kim Little",0.03592282,"From Corner",43.60046,-1.8591776,"High Pass","Right Foot",120,80,107.6,38.2,40,12.5299640861417,"No goal"
"226183","f65a17bb-c6ac-4e6f-9284-b914806989c9","Danielle van de Donk",0.44276723,"From Throw In",19.736515,0.06083853,"Ground Pass","Right Foot",88.1,38.5,107.8,39.7,31.9352469851104,12.203687967168,"No goal"
"226482","a918e774-72ef-4920-b228-0d9b80bc1917","Jordan Nobbs",0.15711403,"From Corner",10.261091,-0.22606839,"Ground Pass","Right Foot",101.6,30.5,111.6,28.2,20.7077280260293,14.4844744467999,"Goal"
"226995","653eb9a1-a857-4247-b364-27af5c15191d","Ellie Brazil",0.020440953,"Regular Play",12.384668,0.89983845,"Ground Pass","Right Foot",69.7,22.3,77.4,32,53.3233532328941,43.3446651850029,"No goal"
"227523","2e2ec183-f2df-4259-b317-d23c41bc38cc","Vivianne Miedema",0.5065979,"From Counter",14.018559,-0.8358603,"Ground Pass","Right Foot",95.2,45,104.6,34.6,25.2990118384098,16.3193137110603,"Goal"
